Month,Agency,Projection,Recovery
11/01/2022,BT,Best Case (May 2020),1
11/01/2022,BT,Midpoint (May 2020),1
11/01/2022,BT,Worst Case (May 2020),1
11/01/2022,BT,Best Case (Nov 2020),1
11/01/2022,BT,Midpoint (Nov 2020),0.97
11/01/2022,BT,Worst Case (Nov 2020),0.94
11/01/2022,BT,Best Case (Dec 2020),1
11/01/2022,BT,Midpoint (Dec 2020),0.97
11/01/2022,BT,Worst Case (Dec 2020),0.94
11/01/2022,MTA Consolidated,Best Case (May 2020),1
11/01/2022,MTA Consolidated,Midpoint (May 2020),0.925
11/01/2022,MTA Consolidated,Worst Case (May 2020),0.85
11/01/2022,MTA Consolidated,Best Case (Nov 2020),0.89
11/01/2022,MTA Consolidated,Midpoint (Nov 2020),0.775
11/01/2022,MTA Consolidated,Worst Case (Nov 2020),0.66
11/01/2022,MTA Consolidated,Best Case (Dec 2020),0.9
11/01/2022,MTA Consolidated,Midpoint (Dec 2020),0.845
11/01/2022,MTA Consolidated,Worst Case (Dec 2020),0.79
11/01/2022,MTA Consolidated,Best Case (Apr 2022),0.6848
11/01/2022,MTA Consolidated,Midpoint (Apr 2022),0.6511
11/01/2022,MTA Consolidated,Worst Case (Apr 2022),0.6174
12/01/2022,Subway,Best Case (Dec 2020),0.91
12/01/2022,Subway,Midpoint (Dec 2020),0.855
12/01/2022,Subway,Worst Case (Dec 2020),0.8
12/01/2022,Subway,Best Case (Apr 2022),0.677
12/01/2022,Subway,Midpoint (Apr 2022),0.644
12/01/2022,Subway,Worst Case (Apr 2022),0.611
12/01/2022,Bus,Best Case (Dec 2020),0.9
12/01/2022,Bus,Midpoint (Dec 2020),0.855
12/01/2022,Bus,Worst Case (Dec 2020),0.81
12/01/2022,Bus,Best Case (Apr 2022),0.724
12/01/2022,Bus,Midpoint (Apr 2022),0.6815
12/01/2022,Bus,Worst Case (Apr 2022),0.639
12/01/2022,LIRR,Best Case (Dec 2020),0.85
12/01/2022,LIRR,Midpoint (Dec 2020),0.775
12/01/2022,LIRR,Worst Case (Dec 2020),0.7
12/01/2022,LIRR,Best Case (Apr 2022),0.665
12/01/2022,LIRR,Midpoint (Apr 2022),0.629
12/01/2022,LIRR,Worst Case (Apr 2022),0.593
12/01/2022,MNR,Best Case (Dec 2020),0.83
12/01/2022,MNR,Midpoint (Dec 2020),0.74
12/01/2022,MNR,Worst Case (Dec 2020),0.65
12/01/2022,MNR,Best Case (Apr 2022),0.61
12/01/2022,MNR,Midpoint (Apr 2022),0.5759
12/01/2022,MNR,Worst Case (Apr 2022),0.541
12/01/2022,SIR,Best Case (Dec 2020),0.91
12/01/2022,SIR,Midpoint (Dec 2020),0.855
12/01/2022,SIR,Worst Case (Dec 2020),0.8
12/01/2022,SIR,Best Case (Apr 2022),0.677
12/01/2022,SIR,Midpoint (Apr 2022),0.6107
12/01/2022,SIR,Worst Case (Apr 2022),0.611
12/01/2022,BT,Best Case (May 2020),1
12/01/2022,BT,Midpoint (May 2020),1
12/01/2022,BT,Worst Case (May 2020),1
12/01/2022,BT,Best Case (Nov 2020),1
12/01/2022,BT,Midpoint (Nov 2020),0.97
12/01/2022,BT,Worst Case (Nov 2020),0.94
12/01/2022,BT,Best Case (Dec 2020),1
12/01/2022,BT,Midpoint (Dec 2020),0.97
12/01/2022,BT,Worst Case (Dec 2020),0.94
12/01/2022,MTA Consolidated,Best Case (May 2020),1
12/01/2022,MTA Consolidated,Midpoint (May 2020),0.95
12/01/2022,MTA Consolidated,Worst Case (May 2020),0.9
12/01/2022,MTA Consolidated,Best Case (Nov 2020),0.89
12/01/2022,MTA Consolidated,Midpoint (Nov 2020),0.775
12/01/2022,MTA Consolidated,Worst Case (Nov 2020),0.66
12/01/2022,MTA Consolidated,Best Case (Dec 2020),0.9
12/01/2022,MTA Consolidated,Midpoint (Dec 2020),0.845
12/01/2022,MTA Consolidated,Worst Case (Dec 2020),0.79
12/01/2022,MTA Consolidated,Best Case (Apr 2022),0.686
12/01/2022,MTA Consolidated,Midpoint (Apr 2022),0.65
12/01/2022,MTA Consolidated,Worst Case (Apr 2022),0.615
01/01/2023,Subway,Best Case (Dec 2020),0.91
01/01/2023,Subway,Midpoint (Dec 2020),0.865
01/01/2023,Subway,Worst Case (Dec 2020),0.82
01/01/2023,Subway,Best Case (Apr 2022),0.672
01/01/2023,Subway,Midpoint (Apr 2022),0.6367
01/01/2023,Subway,Worst Case (Apr 2022),0.601
01/01/2023,Bus,Best Case (Dec 2020),0.9
01/01/2023,Bus,Midpoint (Dec 2020),0.865
01/01/2023,Bus,Worst Case (Dec 2020),0.83
01/01/2023,Bus,Best Case (Apr 2022),0.713
01/01/2023,Bus,Midpoint (Apr 2022),0.6694
01/01/2023,Bus,Worst Case (Apr 2022),0.626
01/01/2023,LIRR,Best Case (Dec 2020),0.86
01/01/2023,LIRR,Midpoint (Dec 2020),0.785
01/01/2023,LIRR,Worst Case (Dec 2020),0.71
01/01/2023,LIRR,Best Case (Apr 2022),0.67
01/01/2023,LIRR,Midpoint (Apr 2022),0.6299
01/01/2023,LIRR,Worst Case (Apr 2022),0.59
01/01/2023,MNR,Best Case (Dec 2020),0.83
01/01/2023,MNR,Midpoint (Dec 2020),0.74
01/01/2023,MNR,Worst Case (Dec 2020),0.65
01/01/2023,MNR,Best Case (Apr 2022),0.616
01/01/2023,MNR,Midpoint (Apr 2022),0.5774
01/01/2023,MNR,Worst Case (Apr 2022),0.539
01/01/2023,SIR,Best Case (Dec 2020),0.91
01/01/2023,SIR,Midpoint (Dec 2020),0.865
01/01/2023,SIR,Worst Case (Dec 2020),0.82
01/01/2023,SIR,Best Case (Apr 2022),0.672
01/01/2023,SIR,Midpoint (Apr 2022),0.601
01/01/2023,SIR,Worst Case (Apr 2022),0.601
01/01/2023,BT,Best Case (May 2020),1
01/01/2023,BT,Midpoint (May 2020),1
01/01/2023,BT,Worst Case (May 2020),1
01/01/2023,BT,Best Case (Nov 2020),1
01/01/2023,BT,Midpoint (Nov 2020),0.97
01/01/2023,BT,Worst Case (Nov 2020),0.94
01/01/2023,BT,Best Case (Dec 2020),1
01/01/2023,BT,Midpoint (Dec 2020),0.97
01/01/2023,BT,Worst Case (Dec 2020),0.94
01/01/2023,MTA Consolidated,Best Case (May 2020),1
01/01/2023,MTA Consolidated,Midpoint (May 2020),0.975
01/01/2023,MTA Consolidated,Worst Case (May 2020),0.95
01/01/2023,MTA Consolidated,Best Case (Nov 2020),0.9
01/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.79
01/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.68
01/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
01/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
01/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
01/01/2023,MTA Consolidated,Best Case (Apr 2022),0.681
01/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.643
01/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.605
02/01/2023,Subway,Best Case (Dec 2020),0.91
02/01/2023,Subway,Midpoint (Dec 2020),0.865
02/01/2023,Subway,Worst Case (Dec 2020),0.82
02/01/2023,Subway,Best Case (Apr 2022),0.68
02/01/2023,Subway,Midpoint (Apr 2022),0.6419
02/01/2023,Subway,Worst Case (Apr 2022),0.604
02/01/2023,Bus,Best Case (Dec 2020),0.9
02/01/2023,Bus,Midpoint (Dec 2020),0.865
02/01/2023,Bus,Worst Case (Dec 2020),0.83
02/01/2023,Bus,Best Case (Apr 2022),0.725
02/01/2023,Bus,Midpoint (Apr 2022),0.6791
02/01/2023,Bus,Worst Case (Apr 2022),0.633
02/01/2023,LIRR,Best Case (Dec 2020),0.86
02/01/2023,LIRR,Midpoint (Dec 2020),0.785
02/01/2023,LIRR,Worst Case (Dec 2020),0.71
02/01/2023,LIRR,Best Case (Apr 2022),0.679
02/01/2023,LIRR,Midpoint (Apr 2022),0.6364
02/01/2023,LIRR,Worst Case (Apr 2022),0.594
02/01/2023,MNR,Best Case (Dec 2020),0.83
02/01/2023,MNR,Midpoint (Dec 2020),0.74
02/01/2023,MNR,Worst Case (Dec 2020),0.65
02/01/2023,MNR,Best Case (Apr 2022),0.625
02/01/2023,MNR,Midpoint (Apr 2022),0.5842
02/01/2023,MNR,Worst Case (Apr 2022),0.543
02/01/2023,SIR,Best Case (Dec 2020),0.91
02/01/2023,SIR,Midpoint (Dec 2020),0.865
02/01/2023,SIR,Worst Case (Dec 2020),0.82
02/01/2023,SIR,Best Case (Apr 2022),0.68
02/01/2023,SIR,Midpoint (Apr 2022),0.6042
02/01/2023,SIR,Worst Case (Apr 2022),0.604
02/01/2023,BT,Best Case (May 2020),1
02/01/2023,BT,Midpoint (May 2020),1
02/01/2023,BT,Worst Case (May 2020),1
02/01/2023,BT,Best Case (Nov 2020),1
02/01/2023,BT,Midpoint (Nov 2020),0.97
02/01/2023,BT,Worst Case (Nov 2020),0.94
02/01/2023,BT,Best Case (Dec 2020),1
02/01/2023,BT,Midpoint (Dec 2020),0.97
02/01/2023,BT,Worst Case (Dec 2020),0.94
02/01/2023,MTA Consolidated,Best Case (May 2020),1
02/01/2023,MTA Consolidated,Midpoint (May 2020),1
02/01/2023,MTA Consolidated,Worst Case (May 2020),1
02/01/2023,MTA Consolidated,Best Case (Nov 2020),0.9
02/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.79
02/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.68
02/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
02/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
02/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
02/01/2023,MTA Consolidated,Best Case (Apr 2022),0.689
02/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.649
02/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.609
03/01/2023,Subway,Best Case (Dec 2020),0.91
03/01/2023,Subway,Midpoint (Dec 2020),0.865
03/01/2023,Subway,Worst Case (Dec 2020),0.82
03/01/2023,Subway,Best Case (Apr 2022),0.687
03/01/2023,Subway,Midpoint (Apr 2022),0.6471
03/01/2023,Subway,Worst Case (Apr 2022),0.607
03/01/2023,Bus,Best Case (Dec 2020),0.9
03/01/2023,Bus,Midpoint (Dec 2020),0.865
03/01/2023,Bus,Worst Case (Dec 2020),0.83
03/01/2023,Bus,Best Case (Apr 2022),0.737
03/01/2023,Bus,Midpoint (Apr 2022),0.6889
03/01/2023,Bus,Worst Case (Apr 2022),0.641
03/01/2023,LIRR,Best Case (Dec 2020),0.86
03/01/2023,LIRR,Midpoint (Dec 2020),0.785
03/01/2023,LIRR,Worst Case (Dec 2020),0.71
03/01/2023,LIRR,Best Case (Apr 2022),0.687
03/01/2023,LIRR,Midpoint (Apr 2022),0.643
03/01/2023,LIRR,Worst Case (Apr 2022),0.599
03/01/2023,MNR,Best Case (Dec 2020),0.83
03/01/2023,MNR,Midpoint (Dec 2020),0.74
03/01/2023,MNR,Worst Case (Dec 2020),0.65
03/01/2023,MNR,Best Case (Apr 2022),0.635
03/01/2023,MNR,Midpoint (Apr 2022),0.591
03/01/2023,MNR,Worst Case (Apr 2022),0.547
03/01/2023,SIR,Best Case (Dec 2020),0.91
03/01/2023,SIR,Midpoint (Dec 2020),0.865
03/01/2023,SIR,Worst Case (Dec 2020),0.82
03/01/2023,SIR,Best Case (Apr 2022),0.687
03/01/2023,SIR,Midpoint (Apr 2022),0.6075
03/01/2023,SIR,Worst Case (Apr 2022),0.607
03/01/2023,BT,Best Case (May 2020),1
03/01/2023,BT,Midpoint (May 2020),1
03/01/2023,BT,Worst Case (May 2020),1
03/01/2023,BT,Best Case (Nov 2020),1
03/01/2023,BT,Midpoint (Nov 2020),0.97
03/01/2023,BT,Worst Case (Nov 2020),0.94
03/01/2023,BT,Best Case (Dec 2020),1
03/01/2023,BT,Midpoint (Dec 2020),0.97
03/01/2023,BT,Worst Case (Dec 2020),0.94
03/01/2023,MTA Consolidated,Best Case (May 2020),1
03/01/2023,MTA Consolidated,Midpoint (May 2020),1
03/01/2023,MTA Consolidated,Worst Case (May 2020),1
03/01/2023,MTA Consolidated,Best Case (Nov 2020),0.9
03/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.79
03/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.68
03/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
03/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
03/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
03/01/2023,MTA Consolidated,Best Case (Apr 2022),0.698
03/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.656
03/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.614
04/01/2023,Subway,Best Case (Dec 2020),0.91
04/01/2023,Subway,Midpoint (Dec 2020),0.865
04/01/2023,Subway,Worst Case (Dec 2020),0.82
04/01/2023,Subway,Best Case (Apr 2022),0.688
04/01/2023,Subway,Midpoint (Apr 2022),0.6467
04/01/2023,Subway,Worst Case (Apr 2022),0.606
04/01/2023,Bus,Best Case (Dec 2020),0.9
04/01/2023,Bus,Midpoint (Dec 2020),0.865
04/01/2023,Bus,Worst Case (Dec 2020),0.83
04/01/2023,Bus,Best Case (Apr 2022),0.751
04/01/2023,Bus,Midpoint (Apr 2022),0.7015
04/01/2023,Bus,Worst Case (Apr 2022),0.652
04/01/2023,LIRR,Best Case (Dec 2020),0.86
04/01/2023,LIRR,Midpoint (Dec 2020),0.785
04/01/2023,LIRR,Worst Case (Dec 2020),0.71
04/01/2023,LIRR,Best Case (Apr 2022),0.694
04/01/2023,LIRR,Midpoint (Apr 2022),0.6484
04/01/2023,LIRR,Worst Case (Apr 2022),0.603
04/01/2023,MNR,Best Case (Dec 2020),0.83
04/01/2023,MNR,Midpoint (Dec 2020),0.74
04/01/2023,MNR,Worst Case (Dec 2020),0.65
04/01/2023,MNR,Best Case (Apr 2022),0.644
04/01/2023,MNR,Midpoint (Apr 2022),0.5967
04/01/2023,MNR,Worst Case (Apr 2022),0.55
04/01/2023,SIR,Best Case (Dec 2020),0.91
04/01/2023,SIR,Midpoint (Dec 2020),0.865
04/01/2023,SIR,Worst Case (Dec 2020),0.82
04/01/2023,SIR,Best Case (Apr 2022),0.688
04/01/2023,SIR,Midpoint (Apr 2022),0.6055
04/01/2023,SIR,Worst Case (Apr 2022),0.606
04/01/2023,BT,Best Case (May 2020),1
04/01/2023,BT,Midpoint (May 2020),1
04/01/2023,BT,Worst Case (May 2020),1
04/01/2023,BT,Best Case (Nov 2020),1
04/01/2023,BT,Midpoint (Nov 2020),0.97
04/01/2023,BT,Worst Case (Nov 2020),0.94
04/01/2023,BT,Best Case (Dec 2020),1
04/01/2023,BT,Midpoint (Dec 2020),0.97
04/01/2023,BT,Worst Case (Dec 2020),0.94
04/01/2023,MTA Consolidated,Best Case (May 2020),1
04/01/2023,MTA Consolidated,Midpoint (May 2020),1
04/01/2023,MTA Consolidated,Worst Case (May 2020),1
04/01/2023,MTA Consolidated,Best Case (Nov 2020),0.9
04/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.8
04/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.7
04/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
04/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
04/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
04/01/2023,MTA Consolidated,Best Case (Apr 2022),0.703
04/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.659
04/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.615
05/01/2023,Subway,Best Case (Dec 2020),0.91
05/01/2023,Subway,Midpoint (Dec 2020),0.865
05/01/2023,Subway,Worst Case (Dec 2020),0.82
05/01/2023,Subway,Best Case (Apr 2022),0.701
05/01/2023,Subway,Midpoint (Apr 2022),0.6575
05/01/2023,Subway,Worst Case (Apr 2022),0.614
05/01/2023,Bus,Best Case (Dec 2020),0.9
05/01/2023,Bus,Midpoint (Dec 2020),0.865
05/01/2023,Bus,Worst Case (Dec 2020),0.83
05/01/2023,Bus,Best Case (Apr 2022),0.76
05/01/2023,Bus,Midpoint (Apr 2022),0.7085
05/01/2023,Bus,Worst Case (Apr 2022),0.657
05/01/2023,LIRR,Best Case (Dec 2020),0.86
05/01/2023,LIRR,Midpoint (Dec 2020),0.785
05/01/2023,LIRR,Worst Case (Dec 2020),0.71
05/01/2023,LIRR,Best Case (Apr 2022),0.704
05/01/2023,LIRR,Midpoint (Apr 2022),0.6561
05/01/2023,LIRR,Worst Case (Apr 2022),0.609
05/01/2023,MNR,Best Case (Dec 2020),0.83
05/01/2023,MNR,Midpoint (Dec 2020),0.74
05/01/2023,MNR,Worst Case (Dec 2020),0.65
05/01/2023,MNR,Best Case (Apr 2022),0.655
05/01/2023,MNR,Midpoint (Apr 2022),0.6046
05/01/2023,MNR,Worst Case (Apr 2022),0.554
05/01/2023,SIR,Best Case (Dec 2020),0.91
05/01/2023,SIR,Midpoint (Dec 2020),0.865
05/01/2023,SIR,Worst Case (Dec 2020),0.82
05/01/2023,SIR,Best Case (Apr 2022),0.701
05/01/2023,SIR,Midpoint (Apr 2022),0.6139
05/01/2023,SIR,Worst Case (Apr 2022),0.614
05/01/2023,BT,Best Case (May 2020),1
05/01/2023,BT,Midpoint (May 2020),1
05/01/2023,BT,Worst Case (May 2020),1
05/01/2023,BT,Best Case (Nov 2020),1
05/01/2023,BT,Midpoint (Nov 2020),0.97
05/01/2023,BT,Worst Case (Nov 2020),0.94
05/01/2023,BT,Best Case (Dec 2020),1
05/01/2023,BT,Midpoint (Dec 2020),0.97
05/01/2023,BT,Worst Case (Dec 2020),0.94
05/01/2023,MTA Consolidated,Best Case (May 2020),1
05/01/2023,MTA Consolidated,Midpoint (May 2020),1
05/01/2023,MTA Consolidated,Worst Case (May 2020),1
05/01/2023,MTA Consolidated,Best Case (Nov 2020),0.9
05/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.8
05/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.7
05/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
05/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
05/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
05/01/2023,MTA Consolidated,Best Case (Apr 2022),0.714
05/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.668
05/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.623
06/01/2023,Subway,Best Case (Dec 2020),0.91
06/01/2023,Subway,Midpoint (Dec 2020),0.865
06/01/2023,Subway,Worst Case (Dec 2020),0.82
06/01/2023,Subway,Best Case (Apr 2022),0.714
06/01/2023,Subway,Midpoint (Apr 2022),0.6684
06/01/2023,Subway,Worst Case (Apr 2022),0.622
06/01/2023,Bus,Best Case (Dec 2020),0.9
06/01/2023,Bus,Midpoint (Dec 2020),0.865
06/01/2023,Bus,Worst Case (Dec 2020),0.83
06/01/2023,Bus,Best Case (Apr 2022),0.769
06/01/2023,Bus,Midpoint (Apr 2022),0.7155
06/01/2023,Bus,Worst Case (Apr 2022),0.662
06/01/2023,LIRR,Best Case (Dec 2020),0.86
06/01/2023,LIRR,Midpoint (Dec 2020),0.785
06/01/2023,LIRR,Worst Case (Dec 2020),0.71
06/01/2023,LIRR,Best Case (Apr 2022),0.713
06/01/2023,LIRR,Midpoint (Apr 2022),0.6638
06/01/2023,LIRR,Worst Case (Apr 2022),0.614
06/01/2023,MNR,Best Case (Dec 2020),0.83
06/01/2023,MNR,Midpoint (Dec 2020),0.74
06/01/2023,MNR,Worst Case (Dec 2020),0.65
06/01/2023,MNR,Best Case (Apr 2022),0.666
06/01/2023,MNR,Midpoint (Apr 2022),0.6125
06/01/2023,MNR,Worst Case (Apr 2022),0.559
06/01/2023,SIR,Best Case (Dec 2020),0.91
06/01/2023,SIR,Midpoint (Dec 2020),0.865
06/01/2023,SIR,Worst Case (Dec 2020),0.82
06/01/2023,SIR,Best Case (Apr 2022),0.714
06/01/2023,SIR,Midpoint (Apr 2022),0.6223
06/01/2023,SIR,Worst Case (Apr 2022),0.622
06/01/2023,BT,Best Case (May 2020),1
06/01/2023,BT,Midpoint (May 2020),1
06/01/2023,BT,Worst Case (May 2020),1
06/01/2023,BT,Best Case (Nov 2020),1
06/01/2023,BT,Midpoint (Nov 2020),0.97
06/01/2023,BT,Worst Case (Nov 2020),0.94
06/01/2023,BT,Best Case (Dec 2020),1
06/01/2023,BT,Midpoint (Dec 2020),0.97
06/01/2023,BT,Worst Case (Dec 2020),0.94
06/01/2023,MTA Consolidated,Best Case (May 2020),1
06/01/2023,MTA Consolidated,Midpoint (May 2020),1
06/01/2023,MTA Consolidated,Worst Case (May 2020),1
06/01/2023,MTA Consolidated,Best Case (Nov 2020),0.9
06/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.8
06/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.7
06/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
06/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
06/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
06/01/2023,MTA Consolidated,Best Case (Apr 2022),0.726
06/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.678
06/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.63
07/01/2023,Subway,Best Case (Dec 2020),0.91
07/01/2023,Subway,Midpoint (Dec 2020),0.865
07/01/2023,Subway,Worst Case (Dec 2020),0.82
07/01/2023,Subway,Best Case (Apr 2022),0.732
07/01/2023,Subway,Midpoint (Apr 2022),0.6838
07/01/2023,Subway,Worst Case (Apr 2022),0.635
07/01/2023,Bus,Best Case (Dec 2020),0.9
07/01/2023,Bus,Midpoint (Dec 2020),0.865
07/01/2023,Bus,Worst Case (Dec 2020),0.83
07/01/2023,Bus,Best Case (Apr 2022),0.781
07/01/2023,Bus,Midpoint (Apr 2022),0.7258
07/01/2023,Bus,Worst Case (Apr 2022),0.671
07/01/2023,LIRR,Best Case (Dec 2020),0.86
07/01/2023,LIRR,Midpoint (Dec 2020),0.785
07/01/2023,LIRR,Worst Case (Dec 2020),0.71
07/01/2023,LIRR,Best Case (Apr 2022),0.721
07/01/2023,LIRR,Midpoint (Apr 2022),0.6701
07/01/2023,LIRR,Worst Case (Apr 2022),0.619
07/01/2023,MNR,Best Case (Dec 2020),0.83
07/01/2023,MNR,Midpoint (Dec 2020),0.74
07/01/2023,MNR,Worst Case (Dec 2020),0.65
07/01/2023,MNR,Best Case (Apr 2022),0.675
07/01/2023,MNR,Midpoint (Apr 2022),0.6189
07/01/2023,MNR,Worst Case (Apr 2022),0.563
07/01/2023,SIR,Best Case (Dec 2020),0.91
07/01/2023,SIR,Midpoint (Dec 2020),0.865
07/01/2023,SIR,Worst Case (Dec 2020),0.82
07/01/2023,SIR,Best Case (Apr 2022),0.732
07/01/2023,SIR,Midpoint (Apr 2022),0.635
07/01/2023,SIR,Worst Case (Apr 2022),0.635
07/01/2023,BT,Best Case (May 2020),1
07/01/2023,BT,Midpoint (May 2020),1
07/01/2023,BT,Worst Case (May 2020),1
07/01/2023,BT,Best Case (Nov 2020),1
07/01/2023,BT,Midpoint (Nov 2020),0.97
07/01/2023,BT,Worst Case (Nov 2020),0.94
07/01/2023,BT,Best Case (Dec 2020),1
07/01/2023,BT,Midpoint (Dec 2020),0.97
07/01/2023,BT,Worst Case (Dec 2020),0.94
07/01/2023,MTA Consolidated,Best Case (May 2020),1
07/01/2023,MTA Consolidated,Midpoint (May 2020),1
09/01/2023,LIRR,Midpoint (Apr 2022),0.6884
07/01/2023,MTA Consolidated,Worst Case (May 2020),1
07/01/2023,MTA Consolidated,Best Case (Nov 2020),0.91
07/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.815
07/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.72
07/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
07/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
07/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
07/01/2023,MTA Consolidated,Best Case (Apr 2022),0.742
07/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.691
07/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.641
08/01/2023,Subway,Best Case (Dec 2020),0.91
08/01/2023,Subway,Midpoint (Dec 2020),0.865
08/01/2023,Subway,Worst Case (Dec 2020),0.82
08/01/2023,Subway,Best Case (Apr 2022),0.741
08/01/2023,Subway,Midpoint (Apr 2022),0.6901
08/01/2023,Subway,Worst Case (Apr 2022),0.639
08/01/2023,Bus,Best Case (Dec 2020),0.9
08/01/2023,Bus,Midpoint (Dec 2020),0.865
08/01/2023,Bus,Worst Case (Dec 2020),0.83
08/01/2023,Bus,Best Case (Apr 2022),0.786
08/01/2023,Bus,Midpoint (Apr 2022),0.7295
08/01/2023,Bus,Worst Case (Apr 2022),0.673
08/01/2023,LIRR,Best Case (Dec 2020),0.86
08/01/2023,LIRR,Midpoint (Dec 2020),0.785
08/01/2023,LIRR,Worst Case (Dec 2020),0.71
08/01/2023,LIRR,Best Case (Apr 2022),0.733
08/01/2023,LIRR,Midpoint (Apr 2022),0.6793
08/01/2023,LIRR,Worst Case (Apr 2022),0.626
08/01/2023,MNR,Best Case (Dec 2020),0.83
08/01/2023,MNR,Midpoint (Dec 2020),0.74
08/01/2023,MNR,Worst Case (Dec 2020),0.65
08/01/2023,MNR,Best Case (Apr 2022),0.688
08/01/2023,MNR,Midpoint (Apr 2022),0.6282
08/01/2023,MNR,Worst Case (Apr 2022),0.569
08/01/2023,SIR,Best Case (Dec 2020),0.91
08/01/2023,SIR,Midpoint (Dec 2020),0.865
08/01/2023,SIR,Worst Case (Dec 2020),0.82
08/01/2023,SIR,Best Case (Apr 2022),0.741
08/01/2023,SIR,Midpoint (Apr 2022),0.6391
08/01/2023,SIR,Worst Case (Apr 2022),0.639
08/01/2023,BT,Best Case (May 2020),1
08/01/2023,BT,Midpoint (May 2020),1
08/01/2023,BT,Worst Case (May 2020),1
08/01/2023,BT,Best Case (Nov 2020),1
08/01/2023,BT,Midpoint (Nov 2020),0.97
08/01/2023,BT,Worst Case (Nov 2020),0.94
08/01/2023,BT,Best Case (Dec 2020),1
08/01/2023,BT,Midpoint (Dec 2020),0.97
08/01/2023,BT,Worst Case (Dec 2020),0.94
08/01/2023,MTA Consolidated,Best Case (May 2020),1
08/01/2023,MTA Consolidated,Midpoint (May 2020),1
08/01/2023,MTA Consolidated,Worst Case (May 2020),1
08/01/2023,MTA Consolidated,Best Case (Nov 2020),0.91
08/01/2023,MTA Consolidated,Midpoint (Nov 2020),0.815
08/01/2023,MTA Consolidated,Worst Case (Nov 2020),0.72
08/01/2023,MTA Consolidated,Best Case (Dec 2020),0.9
08/01/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
08/01/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
08/01/2023,MTA Consolidated,Best Case (Apr 2022),0.75
08/01/2023,MTA Consolidated,Midpoint (Apr 2022),0.697
08/01/2023,MTA Consolidated,Worst Case (Apr 2022),0.645
09/01/2023,Subway,Best Case (Dec 2020),0.91
09/01/2023,Subway,Midpoint (Dec 2020),0.865
09/01/2023,Subway,Worst Case (Dec 2020),0.82
09/01/2023,Subway,Best Case (Apr 2022),0.75
09/01/2023,Subway,Midpoint (Apr 2022),0.6965
09/01/2023,Subway,Worst Case (Apr 2022),0.643
09/01/2023,Bus,Best Case (Dec 2020),0.9
09/01/2023,Bus,Midpoint (Dec 2020),0.865
09/01/2023,Bus,Worst Case (Dec 2020),0.83
09/01/2023,Bus,Best Case (Apr 2022),0.792
09/01/2023,Bus,Midpoint (Apr 2022),0.7333
09/01/2023,Bus,Worst Case (Apr 2022),0.675
