Fiscal Year,Month,Scenario,Financial Plan Year,Expense Type,Agency,Function,Occupational Group,Positions
2025,2025-04-01,Actual,2025,REIMB,CD,Engineering,Managers/Supervisors,169
2025,2025-04-01,Actual,2025,NREIMB,SIR,Operations,Operational Hourlies,109
2025,2025-04-01,Actual,2025,NREIMB,LIRR,Maintenance,Operational Hourlies,2819.5
2025,2025-04-01,Actual,2025,NREIMB,SIR,Engineering,Managers/Supervisors,3
2025,2025-04-01,Actual,2025,NREIMB,NYCT,Administration,Managers/Supervisors,128.86
2025,2025-04-01,Actual,2025,REIMB,MNR,Administration,Managers/Supervisors,8.05
2025,2025-04-01,Actual,2025,NREIMB,CD,Engineering,Managers/Supervisors,1
2025,2025-03-01,Actual,2025,NREIMB,MNR,Maintenance,Managers/Supervisors,646.94
2025,2025-03-01,Actual,2025,NREIMB,SIR,Maintenance,Operational Hourlies,168
2025,2025-03-01,Actual,2025,REIMB,SIR,Maintenance,Operational Hourlies,8
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,MTAHQ,Administration,Managers/Supervisors,21
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Public Safety,Managers/Supervisors,5
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Maintenance,Operational Hourlies,801
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Operations,Operational Hourlies,2275.8
2025,2025-03-01,Actual,2025,REIMB,MNR,Engineering,Professional/Technical/Clerical,19.9
2025,2025-03-01,Actual,2025,NREIMB,MNR,Engineering,Professional/Technical/Clerical,5.1
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Maintenance,Operational Hourlies,15979.21
2025,2025-03-01,Actual,2025,REIMB,MNR,Administration,Professional/Technical/Clerical,11.7
2025,2025-03-01,Actual,2025,REIMB,NYCT,Engineering,Managers/Supervisors,315
2025,2025-03-01,Actual,2025,REIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,MTAHQ,Administration,Managers/Supervisors,1023
2025,2025-03-01,Actual,2025,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,2.46
2025,2025-03-01,Actual,2025,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,10
2025,2025-03-01,Actual,2025,REIMB,NYCT,Operations,Managers/Supervisors,94.31
2025,2025-03-01,Actual,2025,NREIMB,MNR,Administration,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Engineering,Managers/Supervisors,20.3
2025,2025-03-01,Actual,2025,REIMB,NYCT,Public Safety,Managers/Supervisors,0.57
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,MNR,Maintenance,Operational Hourlies,2533.9
2025,2025-03-01,Actual,2025,REIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Administration,Professional/Technical/Clerical,398.11
2025,2025-03-01,Actual,2025,REIMB,NYCT,Operations,Professional/Technical/Clerical,19.95
2025,2025-03-01,Actual,2025,REIMB,CD,Engineering,Managers/Supervisors,161
2025,2025-03-01,Actual,2025,REIMB,NYCT,Engineering,Operational Hourlies,2
2025,2025-03-01,Actual,2025,REIMB,LIRR,Administration,Managers/Supervisors,27.5
2025,2025-03-01,Actual,2025,REIMB,LIRR,Engineering,Managers/Supervisors,103.7
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Engineering,Managers/Supervisors,0
2025,2025-03-01,Actual,2025,NREIMB,CD,Engineering,Managers/Supervisors,1
2025,2025-03-01,Actual,2025,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1210
2025,2025-03-01,Actual,2025,REIMB,NYCT,Operations,Operational Hourlies,1104.09
2025,2025-03-01,Actual,2025,REIMB,BT,Engineering,Professional/Technical/Clerical,61
2025,2025-03-01,Actual,2025,NREIMB,MNR,Administration,Professional/Technical/Clerical,349.5
2025,2025-03-01,Actual,2025,NREIMB,MNR,Administration,Managers/Supervisors,167.05
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,REIMB,LIRR,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,LIRR,Operations,Managers/Supervisors,7.6
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Public Safety,Managers/Supervisors,381.43
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,197.5
2025,2025-03-01,Actual,2025,NREIMB,SIR,Operations,Professional/Technical/Clerical,6
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Operations,Operational Hourlies,19144.19
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,5
2025,2025-03-01,Actual,2025,REIMB,SIR,Operations,Operational Hourlies,9
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Administration,Professional/Technical/Clerical,141.2
2025,2025-03-01,Actual,2025,NREIMB,CD,Administration,Managers/Supervisors,10
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Administration,Operational Hourlies,25
2025,2025-03-01,Actual,2025,REIMB,MNR,Maintenance,Managers/Supervisors,68.3
2025,2025-03-01,Actual,2025,NREIMB,MNR,Operations,Professional/Technical/Clerical,248.25
2025,2025-03-01,Actual,2025,REIMB,CD,Engineering,Operational Hourlies,41
2025,2025-03-01,Actual,2025,REIMB,MNR,Maintenance,Professional/Technical/Clerical,40.17
2025,2025-03-01,Actual,2025,REIMB,NYCT,Administration,Managers/Supervisors,20.83
2025,2025-03-01,Actual,2025,NREIMB,SIR,Maintenance,Managers/Supervisors,30
2025,2025-03-01,Actual,2025,REIMB,NYCT,Maintenance,Operational Hourlies,1046.79
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Maintenance,Managers/Supervisors,3580.29
2025,2025-03-01,Actual,2025,NREIMB,BT,Public Safety,Operational Hourlies,189
2025,2025-03-01,Actual,2025,REIMB,MNR,Engineering,Managers/Supervisors,33.91
2025,2025-03-01,Actual,2025,NREIMB,SIR,Operations,Operational Hourlies,108
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Operations,Professional/Technical/Clerical,126.5
2025,2025-03-01,Actual,2025,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,43
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,MTABC,Engineering,Managers/Supervisors,11
2025,2025-03-01,Actual,2025,REIMB,CD,Administration,Managers/Supervisors,443
2025,2025-03-01,Actual,2025,NREIMB,BT,Operations,Professional/Technical/Clerical,69
2025,2025-03-01,Actual,2025,REIMB,MTABC,Maintenance,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,MNR,Maintenance,Operational Hourlies,214.63
2025,2025-03-01,Actual,2025,REIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,LIRR,Maintenance,Managers/Supervisors,173.3
2025,2025-03-01,Actual,2025,REIMB,LIRR,Maintenance,Professional/Technical/Clerical,30.5
2025,2025-03-01,Actual,2025,REIMB,MTABC,Engineering,Professional/Technical/Clerical,9
2025,2025-03-01,Actual,2025,NREIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,MTABC,Public Safety,Managers/Supervisors,0
2025,2025-03-01,Actual,2025,NREIMB,BT,Maintenance,Operational Hourlies,319
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Administration,Managers/Supervisors,114.17
2025,2025-03-01,Actual,2025,NREIMB,SIR,Engineering,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,NREIMB,BT,Administration,Managers/Supervisors,14
2025,2025-03-01,Actual,2025,REIMB,NYCT,Maintenance,Managers/Supervisors,381.71
2025,2025-03-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1031
2025,2025-03-01,Actual,2025,REIMB,LIRR,Administration,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,BT,Public Safety,Managers/Supervisors,90
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Public Safety,Operational Hourlies,330.89
2025,2025-03-01,Actual,2025,NREIMB,BT,Maintenance,Professional/Technical/Clerical,21
2025,2025-03-01,Actual,2025,NREIMB,CD,Engineering,Professional/Technical/Clerical,3
2025,2025-03-01,Actual,2025,REIMB,CD,Administration,Professional/Technical/Clerical,23
2025,2025-03-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,269
2025,2025-03-01,Actual,2025,NREIMB,MNR,Operations,Operational Hourlies,1610.07
2025,2025-03-01,Actual,2025,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,379.23
2025,2025-03-01,Actual,2025,REIMB,MNR,Operations,Managers/Supervisors,16.53
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,34.54
2025,2025-03-01,Actual,2025,REIMB,LIRR,Operations,Operational Hourlies,128.2
2025,2025-03-01,Actual,2025,REIMB,SIR,Maintenance,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Engineering,Managers/Supervisors,0
2025,2025-03-01,Actual,2025,REIMB,LIRR,Administration,Professional/Technical/Clerical,22.8
2025,2025-03-01,Actual,2025,REIMB,MTABC,Maintenance,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Operations,Managers/Supervisors,312
2025,2025-03-01,Actual,2025,NREIMB,SIR,Administration,Operational Hourlies,8
2025,2025-03-01,Actual,2025,NREIMB,MNR,Engineering,Managers/Supervisors,9.09
2025,2025-03-01,Actual,2025,REIMB,NYCT,Administration,Professional/Technical/Clerical,66.04
2025,2025-03-01,Actual,2025,REIMB,NYCT,Engineering,Professional/Technical/Clerical,364
2025,2025-03-01,Actual,2025,REIMB,MNR,Operations,Professional/Technical/Clerical,1.2
2025,2025-03-01,Actual,2025,NREIMB,MNR,Operations,Managers/Supervisors,287.08
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Administration,Managers/Supervisors,244.5
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Maintenance,Managers/Supervisors,723.7
2025,2025-03-01,Actual,2025,REIMB,NYCT,Public Safety,Operational Hourlies,2.11
2025,2025-03-01,Actual,2025,REIMB,MNR,Administration,Managers/Supervisors,7.53
2025,2025-03-01,Actual,2025,REIMB,LIRR,Maintenance,Operational Hourlies,444.1
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Administration,Managers/Supervisors,27
2025,2025-03-01,Actual,2025,NREIMB,SIR,Administration,Managers/Supervisors,14
2025,2025-03-01,Actual,2025,REIMB,MTABC,Administration,Managers/Supervisors,2
2025,2025-03-01,Actual,2025,REIMB,MTABC,Operations,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,LIRR,Engineering,Professional/Technical/Clerical,20.4
2025,2025-03-01,Actual,2025,REIMB,MTABC,Maintenance,Managers/Supervisors,4
2025,2025-03-01,Actual,2025,REIMB,MTABC,Administration,Professional/Technical/Clerical,3
2025,2025-03-01,Actual,2025,REIMB,MTABC,Operations,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,REIMB,CD,Engineering,Professional/Technical/Clerical,117
2025,2025-03-01,Actual,2025,REIMB,SIR,Engineering,Managers/Supervisors,2
2025,2025-03-01,Actual,2025,NREIMB,SIR,Administration,Professional/Technical/Clerical,6
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,CD,Administration,Operational Hourlies,10
2025,2025-03-01,Actual,2025,REIMB,MTABC,Public Safety,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,REIMB,SIR,Maintenance,Managers/Supervisors,0
2025,2025-03-01,Actual,2025,NREIMB,BT,Engineering,Managers/Supervisors,15
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Maintenance,Operational Hourlies,2848.9
2025,2025-03-01,Actual,2025,REIMB,SIR,Operations,Managers/Supervisors,1
2025,2025-03-01,Actual,2025,NREIMB,BT,Operations,Managers/Supervisors,25
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Operations,Professional/Technical/Clerical,43
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Administration,Professional/Technical/Clerical,38
2025,2025-03-01,Actual,2025,NREIMB,BT,Maintenance,Managers/Supervisors,21
2025,2025-03-01,Actual,2025,REIMB,MTABC,Operations,Managers/Supervisors,2
2025,2025-03-01,Actual,2025,REIMB,NYCT,Administration,Operational Hourlies,0
2025,2025-03-01,Actual,2025,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,262.64
2025,2025-03-01,Actual,2025,REIMB,MNR,Operations,Operational Hourlies,78.01
2025,2025-03-01,Actual,2025,NREIMB,GCMCOC,Administration,Managers/Supervisors,5
2025,2025-03-01,Actual,2025,REIMB,SIR,Engineering,Professional/Technical/Clerical,2
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Operations,Professional/Technical/Clerical,399.55
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,631.5
2025,2025-03-01,Actual,2025,NREIMB,BT,Public Safety,Professional/Technical/Clerical,30
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Administration,Operational Hourlies,16
2025,2025-03-01,Actual,2025,NREIMB,CD,Engineering,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Operations,Operational Hourlies,2373
2025,2025-03-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Professional/Technical/Clerical,73
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,27
2025,2025-03-01,Actual,2025,NREIMB,BT,Administration,Professional/Technical/Clerical,41
2025,2025-03-01,Actual,2025,REIMB,LIRR,Operations,Professional/Technical/Clerical,1.5
2025,2025-03-01,Actual,2025,NREIMB,SIR,Engineering,Managers/Supervisors,3
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,1.6
2025,2025-03-01,Actual,2025,NREIMB,SIR,Operations,Managers/Supervisors,20
2025,2025-03-01,Actual,2025,NREIMB,LIRR,Operations,Managers/Supervisors,342.4
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Maintenance,Managers/Supervisors,221
2025,2025-03-01,Actual,2025,NREIMB,MTABC,Engineering,Professional/Technical/Clerical,0
2025,2025-03-01,Actual,2025,NREIMB,BT,Engineering,Professional/Technical/Clerical,94
2025,2025-03-01,Actual,2025,REIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-03-01,Actual,2025,NREIMB,NYCT,Operations,Managers/Supervisors,2642.69
2025,2025-02-01,Actual,2025,NREIMB,MNR,Operations,Operational Hourlies,1599.03
2025,2025-02-01,Actual,2025,REIMB,MNR,Maintenance,Managers/Supervisors,73.09
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Operations,Operational Hourlies,19195.98
2025,2025-02-01,Actual,2025,REIMB,MTABC,Public Safety,Operational Hourlies,0
2025,2025-02-01,Actual,2025,REIMB,NYCT,Administration,Operational Hourlies,0
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Engineering,Operational Hourlies,0.01
2025,2025-02-01,Actual,2025,REIMB,MTAHQ,Administration,Managers/Supervisors,19
2025,2025-02-01,Actual,2025,REIMB,NYCT,Administration,Managers/Supervisors,20.28
2025,2025-02-01,Actual,2025,REIMB,LIRR,Maintenance,Managers/Supervisors,152.6
2025,2025-02-01,Actual,2025,REIMB,CD,Engineering,Professional/Technical/Clerical,116
2025,2025-02-01,Actual,2025,REIMB,CD,Administration,Operational Hourlies,10
2025,2025-02-01,Actual,2025,NREIMB,MNR,Maintenance,Operational Hourlies,2519.08
2025,2025-02-01,Actual,2025,NREIMB,GCMCOC,Administration,Managers/Supervisors,5
2025,2025-02-01,Actual,2025,REIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-02-01,Actual,2025,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,10
2025,2025-02-01,Actual,2025,REIMB,NYCT,Operations,Professional/Technical/Clerical,20.5
2025,2025-02-01,Actual,2025,NREIMB,SIR,Operations,Operational Hourlies,113
2025,2025-02-01,Actual,2025,NREIMB,MNR,Operations,Managers/Supervisors,289.43
2025,2025-02-01,Actual,2025,REIMB,MTABC,Administration,Managers/Supervisors,2
2025,2025-02-01,Actual,2025,NREIMB,MNR,Maintenance,Managers/Supervisors,645.43
2025,2025-02-01,Actual,2025,NREIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-02-01,Actual,2025,REIMB,MNR,Administration,Managers/Supervisors,6.93
2025,2025-02-01,Actual,2025,REIMB,MTABC,Maintenance,Operational Hourlies,0
2025,2025-02-01,Actual,2025,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,255.77
2025,2025-02-01,Actual,2025,REIMB,NYCT,Operations,Managers/Supervisors,99.23
2025,2025-02-01,Actual,2025,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,5
2025,2025-02-01,Actual,2025,NREIMB,LIRR,Administration,Professional/Technical/Clerical,139.7
2025,2025-02-01,Actual,2025,REIMB,CD,Administration,Managers/Supervisors,431
2025,2025-02-01,Actual,2025,REIMB,LIRR,Operations,Managers/Supervisors,8.2
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,620.98
2025,2025-02-01,Actual,2025,REIMB,NYCT,Maintenance,Managers/Supervisors,386.97
2025,2025-02-01,Actual,2025,NREIMB,LIRR,Administration,Managers/Supervisors,239.6
2025,2025-02-01,Actual,2025,REIMB,MTABC,Engineering,Professional/Technical/Clerical,9
2025,2025-02-01,Actual,2025,REIMB,MTABC,Maintenance,Professional/Technical/Clerical,0
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Operations,Managers/Supervisors,2614.77
2025,2025-02-01,Actual,2025,REIMB,NYCT,Operations,Operational Hourlies,1069.02
2025,2025-02-01,Actual,2025,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1207
2025,2025-02-01,Actual,2025,NREIMB,BT,Maintenance,Professional/Technical/Clerical,21
2025,2025-02-01,Actual,2025,NREIMB,SIR,Administration,Operational Hourlies,8
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,35.24
2025,2025-02-01,Actual,2025,REIMB,LIRR,Maintenance,Professional/Technical/Clerical,27.6
2025,2025-02-01,Actual,2025,REIMB,SIR,Engineering,Operational Hourlies,0
2025,2025-02-01,Actual,2025,NREIMB,SIR,Maintenance,Managers/Supervisors,29
2025,2025-02-01,Actual,2025,NREIMB,MNR,Administration,Professional/Technical/Clerical,350.4
2025,2025-02-01,Actual,2025,REIMB,SIR,Operations,Managers/Supervisors,0
2025,2025-02-01,Actual,2025,REIMB,SIR,Maintenance,Managers/Supervisors,1
2025,2025-02-01,Actual,2025,REIMB,MTABC,Engineering,Managers/Supervisors,11
2025,2025-02-01,Actual,2025,REIMB,NYCT,Administration,Professional/Technical/Clerical,63.62
2025,2025-02-01,Actual,2025,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,381.36
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Administration,Managers/Supervisors,116.72
2025,2025-02-01,Actual,2025,NREIMB,SIR,Maintenance,Operational Hourlies,175
2025,2025-02-01,Actual,2025,NREIMB,MTABC,Engineering,Operational Hourlies,0
2025,2025-02-01,Actual,2025,REIMB,LIRR,Administration,Managers/Supervisors,32.4
2025,2025-02-01,Actual,2025,NREIMB,LIRR,Engineering,Managers/Supervisors,18.7
2025,2025-02-01,Actual,2025,NREIMB,MNR,Administration,Operational Hourlies,0
2025,2025-02-01,Actual,2025,NREIMB,MTABC,Operations,Professional/Technical/Clerical,40
2025,2025-02-01,Actual,2025,REIMB,MTABC,Administration,Operational Hourlies,0
2025,2025-02-01,Actual,2025,NREIMB,MNR,Engineering,Managers/Supervisors,14.25
2025,2025-02-01,Actual,2025,REIMB,MNR,Maintenance,Operational Hourlies,210.58
2025,2025-02-01,Actual,2025,REIMB,NYCT,Engineering,Managers/Supervisors,326
2025,2025-02-01,Actual,2025,NREIMB,SIR,Engineering,Managers/Supervisors,2
2025,2025-02-01,Actual,2025,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2025,2025-02-01,Actual,2025,NREIMB,LIRR,Operations,Professional/Technical/Clerical,127.6
2025,2025-02-01,Actual,2025,NREIMB,CD,Administration,Managers/Supervisors,20
2025,2025-02-01,Actual,2025,REIMB,NYCT,Engineering,Operational Hourlies,1.99
2025,2025-02-01,Actual,2025,NREIMB,BT,Engineering,Managers/Supervisors,15
2025,2025-02-01,Actual,2025,NREIMB,SIR,Operations,Managers/Supervisors,21
2025,2025-02-01,Actual,2025,NREIMB,MTABC,Operations,Managers/Supervisors,308
2025,2025-02-01,Actual,2025,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,2.76
2025,2025-02-01,Actual,2025,NREIMB,CD,Engineering,Operational Hourlies,0
2025,2025-02-01,Actual,2025,NREIMB,MTABC,Public Safety,Managers/Supervisors,5
2025,2025-02-01,Actual,2025,REIMB,MNR,Engineering,Managers/Supervisors,27.75
2025,2025-02-01,Actual,2025,REIMB,SIR,Engineering,Managers/Supervisors,2
2025,2025-02-01,Actual,2025,NREIMB,BT,Operations,Managers/Supervisors,23
2025,2025-02-01,Actual,2025,REIMB,CD,Administration,Professional/Technical/Clerical,21
2025,2025-02-01,Actual,2025,REIMB,MTABC,Maintenance,Managers/Supervisors,4
2025,2025-02-01,Actual,2025,REIMB,NYCT,Public Safety,Managers/Supervisors,1.17
2025,2025-02-01,Actual,2025,REIMB,LIRR,Engineering,Professional/Technical/Clerical,19.8
2025,2025-02-01,Actual,2025,NREIMB,MTABC,Operations,Operational Hourlies,2368
2025,2025-02-01,Actual,2025,REIMB,NYCT,Maintenance,Operational Hourlies,1083.97
2025,2025-02-01,Actual,2025,NREIMB,LIRR,Maintenance,Operational Hourlies,2915.7
2025,2025-02-01,Actual,2025,REIMB,SIR,Maintenance,Professional/Technical/Clerical,0
2025,2025-02-01,Actual,2025,REIMB,NYCT,Public Safety,Operational Hourlies,3.11
2025,2025-02-01,Actual,2025,NREIMB,MTAHQ,Administration,Managers/Supervisors,1014
2025,2025-02-01,Actual,2025,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1025
2025,2025-02-01,Actual,2025,NREIMB,SIR,Administration,Managers/Supervisors,14
2025,2025-02-01,Actual,2025,REIMB,CD,Engineering,Operational Hourlies,42
2025,2025-02-01,Actual,2025,REIMB,MTABC,Operations,Professional/Technical/Clerical,0
